date,firm,n,sd,source,FIPDLFI,IdV,LN,UdC,LADESTRA,PD,M5S,FdI,NCDUdC,SI,AP,MDP,LeU,E,I,NcI
6/5/13,SWG,NA,NA,NA,27.7,1,4.3,2.2,1.1,25.1,19.9,1.5,,,,,,,,
6/7/13,TECNE,NA,NA,NA,29.7,,3.1,2.3,,26.8,18.8,3.1,,,,,,,,
6/7/13,EMG,NA,NA,NA,28.1,0.7,3.9,1.1,0.5,27.8,19.7,1.7,,,,,,,,
6/10/13,IPSOS,NA,NA,NA,28.1,0.7,3.9,1.1,0.5,27.8,19.7,1.7,,,,,,,,
6/12/13,SWG,NA,NA,NA,26,1.3,4.4,1.8,1,28.1,17.9,2,,,,,,,,
6/13/13,TECNE,NA,NA,NA,29.2,,2.9,2.2,,28.1,18,2.9,,,,,,,,
6/14/13,EMG,NA,NA,NA,27.3,0.6,4.1,1.2,0.4,28.5,18.8,1.8,,,,,,,,
6/17/13,LORIEN,NA,NA,NA,26.3,,3.6,2.8,0.5,30.6,17.6,3,,,,,,,,
6/17/13,IPSOS,NA,NA,NA,27.5,1.1,3.4,2.4,,29,17.8,2,,,,,,,,
6/17/13,DATAMONITOR,NA,NA,NA,28.8,1,3.8,1.7,0.8,28.4,18,2,,,,,,,,
6/19/13,SWG,NA,NA,NA,25.9,1.5,4.7,1.7,1.5,27.6,16.9,2.3,,,,,,,,
6/20/13,TECNE,NA,NA,NA,29,,2.8,2.1,,29.2,16.9,2.7,,,,,,,,
6/21/13,EMG,NA,NA,NA,27,0.8,3.6,1.3,1,27.8,17.9,1.9,,,,,,,,
6/22/13,EPOKE,NA,NA,NA,18.2,,3.4,2.3,,26.2,22.2,3.2,,,,,,,,
6/24/13,IPSOS,NA,NA,NA,27.3,1.2,3.5,2,,29.3,17,2.2,,,,,,,,
6/28/13,EMG,NA,NA,NA,26.6,0.8,3.5,1.6,1.1,29,17,2.3,,,,,,,,
6/29/13,TECNE,NA,NA,NA,28.6,,2.8,2.2,,29.6,16.2,3.1,,,,,,,,
6/29/13,EUROMEDIA,NA,NA,NA,28.1,,3.9,2.6,1,28,16.1,2,,,,,,,,
6/30/13,LORIEN,NA,NA,NA,26.3,,3.6,2.8,0.5,30.6,17.6,3,,,,,,,,
7/1/13,IPSOS,NA,NA,NA,27.2,1,3.4,2.3,,29.2,16.6,2.4,,,,,,,,
7/3/13,SWG,NA,NA,NA,28.3,1.2,4.9,1.4,1.1,26,17.3,2,,,,,,,,
7/3/13,IPR,NA,NA,NA,25,,3.5,2,,28,18.5,,,,,,,,,
7/5/13,TECNE,NA,NA,NA,28.6,,2.8,2.2,,29.6,16.2,3.1,,,,,,,,
7/5/13,EMG,NA,NA,NA,27,1.1,3.9,1.5,0.8,28.1,17.6,2.4,,,,,,,,
7/8/13,PIEPOLI,NA,NA,NA,25,,4,2.5,,28.5,18.5,2,,,,,,,,
7/8/13,Demopolis,NA,NA,NA,26.5,,3.5,2.8,,28,17.8,,,,,,,,,
7/10/13,SWG,NA,NA,NA,26.6,1.1,4.9,1.7,2,26.3,18.6,1.8,,,,,,,,
7/10/13,IPR,NA,NA,NA,25.5,,3.5,2,,28.5,17.5,,,,,,,,,
7/11/13,TECNE,NA,NA,NA,28.3,,3.6,2.1,,28.5,15.9,3.7,,,,,,,,
7/12/13,EMG,NA,NA,NA,27.2,1,4.2,1.5,0.9,26.6,19.2,2.4,,,,,,,,
7/15/13,PIEPOLI,NA,NA,NA,25.5,,4,2.5,,29,18,2,,,,,,,,
7/17/13,SWG,NA,NA,NA,26.5,1.4,4.2,1.5,1.6,25.5,18.5,2,,,,,,,,
7/18/13,TECNE,NA,NA,NA,28,,3.4,,,27.6,16.4,4,,,,,,,,
7/19/13,EMG,NA,NA,NA,27.7,0.8,3.5,1.6,0.9,26.4,20,2.3,,,,,,,,
7/22/13,PIEPOLI,NA,NA,NA,25.5,,4,2.5,,28,18.5,2,,,,,,,,
7/22/13,LORIEN,NA,NA,NA,26,,3.9,2.3,0.8,28.6,17,4.2,,,,,,,,
7/22/13,IPR,NA,NA,NA,26,,3.5,2,,27.5,18.5,,,,,,,,,
7/25/13,TECNE,NA,NA,NA,28.3,,3.5,,,26.8,16.3,4.2,,,,,,,,
7/26/13,EMG,NA,NA,NA,27.2,0.9,3.2,1.5,0.9,26.8,20.6,2.3,,,,,,,,
8/1/13,TECNE,NA,NA,NA,27.1,,3.9,,,25.8,17,4.4,,,,,,,,
8/1/13,SWG,NA,NA,NA,28.3,1.3,4.6,1.5,1.7,24.7,18.2,2.1,,,,,,,,
8/28/13,SWG,NA,NA,NA,27.9,1.1,5.1,1.2,1.2,24,20.1,1.5,,,,,,,,
8/29/13,TECNE,NA,NA,NA,26.3,,4.9,,,27.3,17.7,3,,,,,,,,
9/1/13,LORIEN,NA,NA,NA,25.8,,4.2,2.1,1,29,19,3,,,,,,,,
9/2/13,IPR,NA,NA,NA,27.5,,3.7,2,,24.5,19.5,,,,,,,,,
9/4/13,SWG,NA,NA,NA,27.9,1.2,4.7,1.6,1.3,26,19.8,1.9,,,,,,,,
9/5/13,IPR,NA,NA,NA,27.2,,5.3,,,27.6,19.2,2.3,,,,,,,,
9/6/13,EMG,NA,NA,NA,27.3,1.1,3.4,1.2,0.8,27.8,19.5,2.2,,,,,,,,
9/7/13,EUROMEDIA,NA,NA,NA,28.7,,3.6,2.5,0.9,26,19.5,2.3,,,,,,,,
9/9/13,IPSOS,NA,NA,NA,27.5,0.9,3.8,2.8,,29.1,19.4,2.7,,,,,,,,
9/11/13,SWG,NA,NA,NA,28,1.1,4.6,1.2,1.3,26,20.5,2.2,,,,,,,,
9/12/13,TECNE,NA,NA,NA,26.9,,5,,,28.1,20.4,2.8,,,,,,,,
9/12/13,DEMOS,NA,NA,NA,26.2,,3.1,2.6,,28.5,20.9,2.2,,,,,,,,
9/13/13,EMG,NA,NA,NA,26.9,1.1,3.8,1.2,0.6,27.3,20,2.2,,,,,,,,
9/16/13,IPSOS,NA,NA,NA,27.3,1,3.6,2.8,,29.3,20.3,2.5,,,,,,,,
9/17/13,Demopolis,NA,NA,NA,27,,3.9,2.8,,27.5,19,,,,,,,,,
9/19/13,TECNE,NA,NA,NA,25.4,,4.4,2.1,,27.6,21.8,3,,,,,,,,
9/19/13,SWG,NA,NA,NA,27.7,1.2,4.3,1,1.6,28.5,18.3,2.1,,,,,,,,
9/20/13,EMG,NA,NA,NA,25.6,1.1,4.1,1.4,1,27.4,21.4,2.4,,,,,,,,
9/23/13,IPSOS,NA,NA,NA,27,1.1,3.4,3,,29.4,21,2.1,,,,,,,,
9/26/13,TECNE,NA,NA,NA,25,,4.2,2.8,,27.1,22.2,3.3,,,,,,,,
9/26/13,IXE,NA,NA,NA,26.6,0.9,3.3,1.9,0.7,27.5,22.4,2.1,,,,,,,,
9/29/13,EMG,NA,NA,NA,25,1.1,4,1.3,1.2,29.2,19.7,2.4,,,,,,,,
9/30/13,LORIEN,NA,NA,NA,22.5,,4.5,2.8,1,29.8,18.6,3.5,,,,,,,,
9/30/13,IPR,NA,NA,NA,25,,3.7,2,,28.5,22,2.3,,,,,,,,
9/30/13,DATAMEDIA,NA,NA,NA,25.8,,4.1,1.8,1,27.1,20.5,2.2,,,,,,,,
10/1/13,IPSOS,NA,NA,NA,24,1,3.7,3.2,,30,21.4,2.5,,,,,,,,
10/3/13,TECNE,NA,NA,NA,22.3,,4.7,2.4,,30.1,22.4,3,,,,,,,,
10/3/13,SWG,NA,NA,NA,24.8,,4.5,1.4,,31.2,19.1,,,,,,,,,
10/3/13,IXE,NA,NA,NA,22.7,0.8,3.9,2.1,0.7,28.5,24.1,2.2,,,,,,,,
10/4/13,DEMOS,NA,NA,NA,20,,4.5,3.3,,32.2,20.9,2.4,,,,,,,,
10/5/13,EMG,NA,NA,NA,24.1,0.9,4.2,1.3,1.2,29.6,19.5,2.3,,,,,,,,
10/7/13,IPSOS,NA,NA,NA,24.7,1,3.5,2.8,,30.5,21.2,2.3,,,,,,,,
10/7/13,IPR,NA,NA,NA,24,,3.7,2,,29.5,22,2.2,,,,,,,,
10/7/13,DATAMEDIA,NA,NA,NA,23.2,,3.8,2,1.2,29,22.1,2.4,,,,,,,,
10/9/13,IXE,NA,NA,NA,22.6,0.9,4.1,2,0.6,28.9,24.3,2.3,,,,,,,,
10/10/13,TECNE,NA,NA,NA,23.7,,4.3,2.2,,29.2,23.1,2.7,,,,,,,,
10/10/13,SWG,NA,NA,NA,24.6,1,5.5,1.2,1.4,27,20,2.8,,,,,,,,
10/11/13,EMG,NA,NA,NA,25.2,0.7,4.2,1.6,1.2,28.7,20.6,2.4,,,,,,,,
10/13/13,LORIEN,NA,NA,NA,23,,4.6,2.5,1,30,16.9,3,,,,,,,,
10/14/13,IPSOS,NA,NA,NA,25.1,1.1,4,3,,30.6,21.4,2.8,,,,,,,,
10/14/13,IPR,NA,NA,NA,24.5,,3.5,2,,28.5,22,2.4,,,,,,,,
10/14/13,DATAMEDIA,NA,NA,NA,24,,3.8,2.2,1.2,28,21.8,2.2,,,,,,,,
10/17/13,TECNE,NA,NA,NA,24.6,,4.5,2.3,,28.8,22,2.8,,,,,,,,
10/17/13,SWG,NA,NA,NA,24.1,1,5.5,1.3,1.5,27.9,21.2,2.9,,,,,,,,
10/17/13,IXE,NA,NA,NA,24.5,0.9,4,2.1,0.9,28.4,21.8,2.2,,,,,,,,
10/18/13,EMG,NA,NA,NA,25.4,0.6,4,1.8,1.3,29,21.5,2.2,,,,,,,,
10/20/13,LORIEN,NA,NA,NA,24.1,,4.9,2.4,0.8,29.8,18.1,3,,,,,,,,
10/21/13,IPSOS,NA,NA,NA,24.8,1.2,3.8,3.7,,29.8,21.6,3.3,,,,,,,,
10/21/13,IPR,NA,NA,NA,25,,4,1.8,,28,22.5,2.3,,,,,,,,
10/21/13,DATAMEDIA,NA,NA,NA,24.4,,4,2,1.2,28.5,22,2.2,,,,,,,,
10/24/13,TECNE,NA,NA,NA,24.2,,3.9,3.1,,27.2,24.1,3.2,,,,,,,,
10/24/13,SWG,NA,NA,NA,25.3,1,5.6,2.4,0.8,28,20.6,2.1,,,,,,,,
10/24/13,IXE,NA,NA,NA,23.1,0.8,4.4,2.7,0.9,27.8,24.6,2.5,,,,,,,,
10/26/13,ISPO,NA,NA,NA,23.5,0.5,4.6,2.1,1.3,30.1,21.8,2.6,,,,,,,,
10/27/13,EMG,NA,NA,NA,24.1,0.8,4.1,2,1.2,30.1,21,2.3,,,,,,,,
10/28/13,IPSOS,NA,NA,NA,25,1,3.7,3.4,,30.2,21.3,3.2,,,,,,,,
10/28/13,IPR,NA,NA,NA,23.5,,3.7,2.2,,29,22,2.4,,,,,,,,
10/29/13,DATAMEDIA,NA,NA,NA,22.8,,4.2,2,1.2,30,20.4,2.4,,,,,,,,
10/30/13,SWG,NA,NA,NA,26.2,1.1,5.4,2.2,0.7,28.8,19.2,2.4,,,,,,,,
10/30/13,IXE,NA,NA,NA,23.5,0.7,4.1,2.5,0.8,29,24.1,2.3,,,,,,,,
11/3/13,EMG,NA,NA,NA,23.7,0.9,4.2,2.1,1.2,30.5,20.4,2.5,,,,,,,,
11/4/13,LORIEN,NA,NA,NA,24.2,,5,2.7,0.6,31.2,17.3,3,,,,,,,,
11/4/13,IPSOS,NA,NA,NA,25.8,1.2,3.5,3.2,,29.7,21.2,3.1,,,,,,,,
11/4/13,IPR,NA,NA,NA,23,,3.7,2.2,,30.5,21,2.5,,,,,,,,
11/4/13,DATAMEDIA,NA,NA,NA,22.9,,4.2,2,1.2,29.7,20.5,2.6,,,,,,,,
11/6/13,IXE,NA,NA,NA,24,0.6,3.9,2.1,1,28.2,24.5,2.2,,,,,,,,
11/7/13,TECNE,NA,NA,NA,25.3,,3.5,3.1,,26.1,24.8,3.4,,,,,,,,
11/7/13,SWG,NA,NA,NA,24.2,1,5.1,2.2,0.7,28.8,21.3,3,,,,,,,,
11/10/13,EMG,NA,NA,NA,23.9,0.8,4,2.2,1.2,29.8,21.7,2.3,,,,,,,,
11/11/13,IPSOS,NA,NA,NA,26.3,1.3,3.5,3.4,,30.4,21.4,3.2,,,,,,,,
11/11/13,IPR,NA,NA,NA,23,,3.7,2,,29.5,22,2.5,,,,,,,,
11/11/13,DATAMEDIA,NA,NA,NA,23,,4.1,2.1,,29.5,20.7,2.2,,,,,,,,
11/13/13,IXE,NA,NA,NA,24.4,0.7,3.8,2.4,,26.8,25.3,2.2,,,,,,,,
11/13/13,Demopolis,NA,NA,NA,23,,4,3,,28,22,2.5,,,,,,,,
11/14/13,SWG,NA,NA,NA,22.8,1.2,5.8,1.9,1.2,28.3,20.8,3.5,,,,,,,,
11/17/13,ISPO,NA,NA,NA,16,,3.5,2.9,,29.2,22.8,3.3,,,,,,,,
11/17/13,EMG,NA,NA,NA,18.1,0.7,3.9,2.3,1.1,30,22,2.3,,,,,,,,
11/18/13,PIEPOLI,NA,NA,NA,18,,4,2.5,,30.5,21.5,2.5,,,,,,,,
11/18/13,IPSOS,NA,NA,NA,20.7,1,3.1,3,,30.6,20.8,3.1,,,,,,,,
11/18/13,EUROMEDIA,NA,NA,NA,20.1,,4.1,2.5,,26.5,24.2,3.5,,,,,,,,
11/18/13,DATAMEDIA,NA,NA,NA,18.1,,3.5,1.6,,30.3,20,2,,,,,,,,
11/20/13,IXE,NA,NA,NA,17.3,0.7,3.5,2.6,,27.3,25,2.6,,,,,,,,
11/21/13,SWG,NA,NA,NA,21.1,1.3,5.1,1.6,1.2,27.4,19.8,2.9,,,,,,,,
11/22/13,TECNE,NA,NA,NA,21.1,,3.5,2.6,,26.8,23.9,3.2,,,,,,,,
11/24/13,EMG,NA,NA,NA,19.6,0.6,4.3,2.4,,28.2,23.6,2.4,,,,,,,,
11/25/13,LORIEN,NA,NA,NA,19,,4,3,,31,18.5,3.5,,,,,,,,
11/25/13,IPSOS,NA,NA,NA,21.3,1,3.2,2.6,,30.7,21,2.7,,,,,,,,
11/25/13,DATAMEDIA,NA,NA,NA,19.5,,3.6,2,,28.9,20.8,2.2,,,,,,,,
11/27/13,TECNE,NA,NA,NA,20,,3.7,2.5,,28.5,23,2.5,,,,,,,,
11/27/13,ISPO,NA,NA,NA,20.3,1.5,3,3.2,,30.5,21.8,2.7,,,,,,,,
11/28/13,SWG,NA,NA,NA,21.6,1.3,4.5,1.3,1,30.2,19.4,2.4,,,,,,,,
11/28/13,IXE,NA,NA,NA,20.6,0.9,3.7,1.8,,26.7,24.5,2.3,,,,,,,,
11/28/13,EUROMEDIA,NA,NA,NA,21.7,,4.3,2.8,,26.1,23.2,2.8,,,,,,,,
11/29/13,EMG,NA,NA,NA,20,0.7,4.1,2.4,,28.7,23.2,2.7,,,,,,,,
12/2/13,IPSOS,NA,NA,NA,22.2,0.9,3.3,3,,31,21.2,2.1,,,,,,,,
12/2/13,IPR,NA,NA,NA,20,,3.7,2.5,,28.5,22.5,2.5,,,,,,,,
12/2/13,DATAMEDIA,NA,NA,NA,20,,3.4,2,,28.5,22.2,2.1,,,,,,,,
12/4/13,TECNE,NA,NA,NA,22.8,,3.3,3,,26.8,23.8,2.8,,,,,,,,
12/4/13,IXE,NA,NA,NA,20.9,0.9,3.5,2.6,,27.4,23.3,2.4,,,,,,,,
12/5/13,SWG,NA,NA,NA,21.6,1.1,5,1.6,1,29.6,21.1,2.3,,,,,,,,
12/8/13,EMG,NA,NA,NA,20.6,0.6,3.8,2.5,,29.6,22.3,2.9,,,,,,,,
12/9/13,IPSOS,NA,NA,NA,22.5,1,3,2.7,,31.6,21.5,1.6,,,,,,,,
12/9/13,DATAMEDIA,NA,NA,NA,20.2,,3.5,2,,30.2,21.9,2,,,,,,,,
12/10/13,TECNE,NA,NA,NA,23.1,,3.6,3.2,,28,23.2,2.6,,,,,,,,
12/11/13,IXE,NA,NA,NA,21.3,1,4,2.3,,29.5,21.9,2.2,,,,,,,,
12/11/13,IPR,NA,NA,NA,20.5,,3.5,2.5,,31,21,2.5,,,,,,,,
12/11/13,Demopolis,NA,NA,NA,21,,3.8,2.6,,30,22.5,2.5,,,,,,,,
12/12/13,SWG,NA,NA,NA,18.9,0.5,5.5,1.8,0.7,35.6,18.1,2.8,,,,,,,,
12/14/13,EUROMEDIA,NA,NA,NA,21.4,,4.3,2.6,,28,22.5,2.4,,,,,,,,
12/15/13,EMG,NA,NA,NA,21.1,0.7,3.3,2.4,,31,21.7,2.6,,,,,,,,
12/16/13,IPSOS,NA,NA,NA,21.8,1,3.3,2.9,,32.2,20.9,1.8,,,,,,,,
12/16/13,IPR,NA,NA,NA,20.5,,3.7,2.5,,32,21,2.5,,,,,,,,
12/16/13,DATAMEDIA,NA,NA,NA,21,,3.6,2.2,,30.6,21.7,2,,,,,,,,
12/18/13,TECNE,NA,NA,NA,23.3,,3.4,2.9,,29.4,21.7,2.8,,,,,,,,
12/18/13,IXE,NA,NA,NA,21,0.9,3.8,2.3,,30.5,21.3,2.4,,,,,,,,
12/19/13,SWG,NA,NA,NA,20.8,0.8,5.7,1.4,0.6,34.8,18.2,2.4,,,,,,,,
12/20/13,IPR,NA,NA,NA,19,,3.5,2.5,,32.5,20,2.5,,,,,,,,
1/7/14,TECNE,NA,NA,NA,22.9,,3.8,,,29.7,20.6,3.1,10.2,,,,,,,
1/7/14,IPSOS,NA,NA,NA,22.3,1,3.5,,,33,21.2,1.9,13.2,,,,,,,
1/9/14,SWG,NA,NA,NA,21,0.7,4.7,,0.9,33.9,20,2.5,6.5,,,,,,,
1/10/14,IXE,NA,NA,NA,21.5,0.9,3.4,,,31.3,22.1,2.1,8.5,,,,,,,
1/11/14,EUROMEDIA,NA,NA,NA,21.6,,4.5,,,29.5,21.4,2.5,8.9,,,,,,,
1/13/14,IPSOS,NA,NA,NA,23,0.6,3.2,,0.7,33.4,20.7,2.1,12.1,,,,,,,
1/13/14,IPR,NA,NA,NA,20.5,,3.5,,,33.5,21.5,2.5,10.5,,,,,,,
1/14/14,TECNE,NA,NA,NA,23.9,,3.4,,,30.3,21.2,2.9,9.6,,,,,,,
1/14/14,DATAMEDIA,NA,NA,NA,22,,3.5,,,32,19.4,2.2,9.8,,,,,,,
1/15/14,IXE,NA,NA,NA,21.2,0.8,3.8,,,30.4,22.3,2.5,8,,,,,,,
1/16/14,SWG,NA,NA,NA,20.8,1.1,5.2,,0.7,32.4,19.9,2.8,7,,,,,,,
1/19/14,LORIEN,NA,NA,NA,21.5,,3,,,33,19.5,2,12,,,,,,,
1/20/14,IPSOS,NA,NA,NA,22.7,0.3,3.5,,,33.2,20.8,2.5,12.4,,,,,,,
1/20/14,IPR,NA,NA,NA,20,,3.5,,,33,21,2,10.5,,,,,,,
1/20/14,EUROMEDIA,NA,NA,NA,22,,3.4,,,29.1,21.8,2.3,8.8,,,,,,,
1/20/14,DATAMEDIA,NA,NA,NA,22,,3.5,,,32.3,19.3,2,9.8,,,,,,,
1/21/14,TECNE,NA,NA,NA,24.3,,3.1,,,30.5,22,3.1,9.6,,,,,,,
1/22/14,IXE,NA,NA,NA,22.3,0.8,3.7,,,31.1,21.8,2.1,7.5,,,,,,,
1/23/14,SWG,NA,NA,NA,20.4,0.8,4.9,,,31.9,21.1,2.4,6.5,,,,,,,
1/24/14,SCENARI POLITICI,NA,NA,NA,20.7,,5.8,,,28,24.6,2.9,8,,,,,,,
1/25/14,EUROMEDIA,NA,NA,NA,22.3,,4.1,,,28.5,22.1,2.2,8.8,,,,,,,
1/26/14,EMG,NA,NA,NA,21.6,0.5,4,,,29.2,23.6,2.6,7.4,,,,,,,
1/27/14,ISPO,NA,NA,NA,21.2,0.9,4.4,,,32.6,21.2,2,10.7,,,,,,,
1/27/14,IPSOS,NA,NA,NA,23.2,0.5,3.2,,,33.5,20.7,2.2,12.2,,,,,,,
1/27/14,DATAMEDIA,NA,NA,NA,22.3,,3.5,,,32,20,2.2,10.1,,,,,,,
1/28/14,TECNE,NA,NA,NA,24.9,,3.3,,,31.1,20.9,2.9,9.9,,,,,,,
1/29/14,IXE,NA,NA,NA,22.8,0.9,3.5,,,31.4,21.1,2.1,7.5,,,,,,,
1/30/14,SWG,NA,NA,NA,20.1,0.9,4.7,,,31.3,21.9,2.7,6.8,,,,,,,
2/1/14,EUROMEDIA,NA,NA,NA,22.5,,3.9,,,28.7,22.3,2.1,8.7,,,,,,,
2/2/14,EMG,NA,NA,NA,21.4,0.6,3.7,,,29,24.1,2.8,7.5,,,,,,,
2/3/14,IPSOS,NA,NA,NA,23.4,0.4,3.3,,0.7,33.3,21,2.4,11,,,,,,,
2/3/14,IPR,NA,NA,NA,21.5,,3.7,,,31.5,22,2.5,10.5,,,,,,,
2/3/14,DATAMEDIA,NA,NA,NA,22.5,,3.5,,1,32,21,2,10.3,,,,,,,
2/4/14,TECNE,NA,NA,NA,25.2,,3.5,,,31.2,20.5,2.7,9.7,,,,,,,
2/5/14,IXE,NA,NA,NA,21.8,0.9,3.6,,,30.7,22.8,2.3,8.6,,,,,,,
2/6/14,SWG,NA,NA,NA,21.1,0.7,5.3,,,33.4,21.5,2.2,6.2,,,,,,,
2/9/14,EMG,NA,NA,NA,21,0.7,3.9,,,29.7,24,3.2,7.9,,,,,,,
2/10/14,IPSOS,NA,NA,NA,23.9,0.3,3.1,,0.5,33.6,21.4,2.2,10.4,,,,,,,
2/10/14,IPR,NA,NA,NA,22.5,,4,,,32,22.5,2,11.1,,,,,,,
2/10/14,DATAMEDIA,NA,NA,NA,22.5,,3.6,,1,31.8,21.3,2.1,9.9,,,,,,,
2/11/14,TECNE,NA,NA,NA,25.4,,3.4,,,31,21.6,2.6,9.3,,,,,,,
2/12/14,SWG,NA,NA,NA,20,0.8,4.7,,,32.2,24.5,2.4,7,,,,,,,
2/13/14,IXE,NA,NA,NA,21.6,0.9,3.5,,,30.5,22.4,2.5,8.5,,,,,,,
2/15/14,IPSOS,NA,NA,NA,24,0.3,3.5,,0.4,34,21.2,2.1,9.9,,,,,,,
2/16/14,EMG,NA,NA,NA,21.2,0.8,4.2,,,29.4,23.7,3,8,,,,,,,
2/17/14,IPR,NA,NA,NA,22.5,,4,,,29.5,23,2.5,10,,,,,,,
2/17/14,EUROMEDIA,NA,NA,NA,23,,4.5,,1,29.9,22,2.3,7.3,,,,,,,
2/17/14,DATAMEDIA,NA,NA,NA,22.5,,3.8,,1,29.8,22.1,2.2,9.7,,,,,,,
2/18/14,TECNE,NA,NA,NA,25.3,,3.8,,,28.7,24.6,2.5,8.6,,,,,,,
2/19/14,SWG,NA,NA,NA,21.8,0.9,5.1,,0.6,29.9,23.8,2.4,6,,,,,,,
2/19/14,IXE,NA,NA,NA,21.7,0.8,3.7,,,29.4,23.7,3,7.8,,,,,,,
2/22/14,EUROMEDIA,NA,NA,NA,23,,4.1,,1,29.2,22.7,2.5,6.8,,,,,,,
2/23/14,EMG,NA,NA,NA,22,0.7,3.8,,,29.8,23.6,2.8,7.5,,,,,,,
2/24/14,PIEPOLI,NA,NA,NA,19.5,,3.5,,,34.5,18.5,2.5,9.5,,,,,,,
2/24/14,IPSOS,NA,NA,NA,24.6,0.7,3,,0.5,33.3,21.1,2.3,9.4,,,,,,,
2/24/14,DATAMEDIA,NA,NA,NA,22.5,,3.8,,1,30,22.7,2.2,9.4,,,,,,,
2/25/14,TECNE,NA,NA,NA,25.4,,4,,,28.9,23.4,2.7,8,,,,,,,
2/25/14,IPR,NA,NA,NA,22.5,,4.2,,,29.3,23.5,2.5,9,,,,,,,
2/26/14,SWG,NA,NA,NA,22.1,1,5.2,,0.9,30.7,21.7,2.3,6.6,,,,,,,
2/26/14,IXE,NA,NA,NA,22.5,0.9,3.6,,,30.3,21.8,2.9,7.4,,,,,,,
2/28/14,SCENARI POLITICI,NA,NA,NA,20.3,,5.2,,,27.8,25.4,3,8,,,,,,,
2/28/14,DEMOS,NA,NA,NA,21.5,,3.3,,,34.8,21.3,2.2,8.3,,,,,,,
3/1/14,EUROMEDIA,NA,NA,NA,22.8,,4.4,,1,29.1,22.5,2.3,7.1,,,,,,,
3/2/14,EMG,NA,NA,NA,21.9,0.6,3.7,,,30.6,23.1,2.9,7,,,,,,,
3/3/14,PIEPOLI,NA,NA,NA,20,,3.5,,,34.5,17.5,2.5,9,,,,,,,
3/3/14,IPSOS,NA,NA,NA,24.8,0.5,3.1,,0.3,33.6,20.6,2.2,9.9,,,,,,,
3/3/14,IPR,NA,NA,NA,22,,4,,,29.5,23,2.5,9,,,,,,,
3/3/14,DATAMEDIA,NA,NA,NA,22.3,,3.7,,0.9,31.3,22.2,2.3,8.8,,,,,,,
3/4/14,TECNE,NA,NA,NA,25.7,,4.2,,,28.8,21.7,2.9,8.1,,,,,,,
3/5/14,SWG,NA,NA,NA,21.6,0.9,4.9,,0.9,30.3,22,2.7,5.5,,,,,,,
3/5/14,IXE,NA,NA,NA,22.8,0.9,3.7,,,30.5,21,3.1,6.6,,,,,,,
3/8/14,EUROMEDIA,NA,NA,NA,22.8,,4.4,,0.7,29.1,20.5,2.7,6.9,,,,,,,
3/9/14,EMG,NA,NA,NA,21,0.5,4.2,,,30.4,23.8,3.2,6.7,,,,,,,
3/10/14,PIEPOLI,NA,NA,NA,20,,3.5,,,34,18,3,8.5,,,,,,,
3/10/14,IPSOS,NA,NA,NA,23.9,0.3,3.3,,0.3,34,20.8,2.6,9.1,,,,,,,
3/10/14,IPR,NA,NA,NA,22,,3.7,,,30,22,2.7,7.9,,,,,,,
3/10/14,DATAMEDIA,NA,NA,NA,22,,4,,0.7,31.1,22.5,2.8,8.1,,,,,,,
3/11/14,TECNE,NA,NA,NA,25.2,,3.8,,,29.5,21.1,3.3,8,,,,,,,
3/12/14,SWG,NA,NA,NA,23,1,4.6,,0.5,32.9,18.9,3.2,6.9,,,,,,,
3/13/14,IXE,NA,NA,NA,22,0.8,4,,,31,21.9,3.1,6.9,,,,,,,
3/16/14,EMG,NA,NA,NA,20.8,0.5,4.5,,,31.9,22.1,3.1,7,,,,,,,
3/17/14,PIEPOLI,NA,NA,NA,20,,3.5,,,34.5,18.5,3,7.5,,,,,,,
3/17/14,IPSOS,NA,NA,NA,23.2,0.6,3.2,,0.3,34.3,20,3,8.8,,,,,,,
3/17/14,IPR,NA,NA,NA,21.5,,3.7,,,30,21.5,2.7,7.9,,,,,,,
3/17/14,DATAMEDIA,NA,NA,NA,21,,4,,0.9,32.2,22.8,2.8,7.5,,,,,,,
3/18/14,TECNE,NA,NA,NA,24.1,,3.5,,,31.4,20.5,3,7.7,,,,,,,
3/19/14,IXE,NA,NA,NA,21.2,0.8,3.9,,,30.6,22.4,3.3,7,,,,,,,
3/20/14,SWG,NA,NA,NA,21.9,1,5.2,,0.5,31.6,20.4,2.7,6.7,,,,,,,
3/24/14,PIEPOLI,NA,NA,NA,20,,3.5,,,33.5,19.5,3,7,,,,,,,
3/24/14,IPSOS,NA,NA,NA,22.6,0.5,3.4,,0.3,34.1,20.2,3,8.6,,,,,,,
3/25/14,EUROMEDIA,NA,NA,NA,21.4,,4.5,,,31.2,20.5,3,6.2,,,,,,,
3/26/14,TECNE,NA,NA,NA,23.4,,3.6,,,31.1,21.4,3.2,8.1,,,,,,,
3/26/14,IXE,NA,NA,NA,18.4,0.7,5.5,,,31.7,24.6,3.3,6.3,,,,,,,
3/26/14,IPR,NA,NA,NA,21.5,,3.7,,,30.5,21.5,2.9,8.3,,,,,,,
3/28/14,SCENARI POLITICI,NA,NA,NA,19,,5.6,,,28.6,26.1,3.5,7.9,,,,,,,
3/28/14,LORIEN,NA,NA,NA,21,,5,,,33,22,2,8.5,,,,,,,
4/1/14,TECNE,NA,NA,NA,22.7,,3.9,,,30.5,22.5,3.4,8.1,,,,,,,
